ID_Nac;Hor;Hmor;Mor_Pp;Mor_suf;Mor_ sec;Lim_sup;Lim_inf;CO;pH_H2O;PH;CE_dS/m
CSp-ÑIV_A2-81-0039;2;Bw;B;w;1;30;75;1,056;7,84;0,0784;0,29
CSp-ÑIV_A2-81-0039;3;Ckqm;C;kqm;1;75;140;0;0;0;0
CSp-ÑIV_A2-81-0040;1;Ap;A;p;1;0;22;1,201;7,45;0,0745;0,23
CSp-ÑIV_A2-81-0040;2;A;A;;1;22;60;1,16;7,87;0,0787;0,33
CSp-ÑIV_A2-81-0040;3;Bw1;B;w;1;60;85;0;0;0;0
CSp-ÑIV_A2-81-0040;4;Bw2;B;w;1;85;130;0;0;0;0
CSp-ÑIV_A2-81-0041;1;Ap;A;p;1;0;15;1,63;7,29;0,0729;0,18
CSp-ÑIV_A2-81-0041;2;AB;A;b;1;15;50;1,624;7,29;0,0729;0,19
CSp-ÑIV_A2-81-0041;3;Bw;B;w;1;50;110;0;0;0;0
CSp-ÑIV_A2-81-0042;1;Ap;A;p;1;0;12;5,075;7,21;0,0721;0,19
CSp-ÑIV_A2-81-0042;2;AB;A;b;1;12;34;1,514;7,17;0,0717;0,21
CSp-ÑIV_A2-81-0042;3;Ab;A;b;1;34;60;0,986;7,5;0,075;0,25
CSp-ÑIV_A2-81-0042;4;Ckqm;C;kqm;1;60;80;0;0;0;0
CSp-ÑIV_A2-81-0043;1;A;A;;1;0;12;1,572;7,05;0,0705;0,22
CSp-ÑIV_A2-81-0043;2;C;C;;1;12;145;0;0;0;0
CSp-ÑIV_A2-81-0045;1;A;A;;1;0;22;0,435;6,53;0,0653;0,04
CSp-ÑIV_A2-81-0045;2;C;C;;1;22;120;0;0;0;0
CSp-ÑIV_A2-81-0046;1;Ap;A;p;1;0;21;0,702;7,54;0,0754;0,31
CSp-ÑIV_A2-81-0046;2;AB;A;b;1;21;50;0,725;7,79;0,0779;0,42
CSp-ÑIV_A2-81-0046;3;Bw1;B;w;1;50;80;0;0;0;0
CSp-ÑIV_A2-81-0046;4;Bw2;B;w;1;80;130;0;0;0;0
CSp-ÑIV_A2-81-0047;1;Ap;A;p;1;0;20;1,114;7,07;0,0707;0,24
CSp-ÑIV_A2-81-0047;2;Bw1;B;w;1;20;50;0,168;8,33;0,0833;0,48
CSp-ÑIV_A2-81-0047;3;Bw2;B;w;1;50;145;0;0;0;0
CSp-ÑIV_A2-81-0048;1;Ap;A;p;1;0;25;0,864;7,72;0,0772;0,18
CSp-ÑIV_A2-81-0048;2;Bw;B;w;1;25;52;1,63;7,31;0,0731;0,17
CSp-ÑIV_A2-81-0048;3;Ckqm;C;kqm;1;52;95;0;0;0;0
CSp-ÑIV_A2-81-0049;1;A;A;;1;0;21;1,23;7,02;0,0702;0,12
CSp-ÑIV_A2-81-0049;2;AB;A;b;1;21;50;1,294;7,04;0,0704;0,03
CSp-ÑIV_A2-81-0049;3;Bw;B;w;1;50;140;0;0;0;0
CSp-ÑIV_A2-81-0050;1;Ap;A;p;1;0;22;0,539;7,47;0,0747;0,2
CSp-ÑIV_A2-81-0050;2;Bk;B;k;1;22;50;0,4;8,02;0,0802;0,26
CSp-ÑIV_A2-81-0050;3;Bw;B;w;1;50;130;0;0;0;0
CSp-ÑIV_A2-81-0051;1;Ap;A;p;1;0;30;0,8;7,36;0,0736;0,16
CSp-ÑIV_A2-81-0051;2;C;C;;1;30;100;0;0;0;0
CSp-ÑIV_A2-81-0051;3;2C;C;;2;100;140;0;0;0;0
CSp-ÑIV_A2-81-0052;1;A;A;;1;0;20;0,319;8,61;0,0861;0,04
CSp-ÑIV_A2-81-0052;2;C;C;;1;20;120;0;0;0;0
CSp-ÑIV_A2-81-0053;1;A;A;;1;0;15;0,65;7,6;0,076;0,04
CSp-ÑIV_A2-81-0053;2;C;C;;1;15;125;0;0;0;0
CSp-ÑIV_A2-81-0054;1;Ap;A;p;1;0;30;0,789;7,56;0,0756;0,04
CSp-ÑIV_A2-81-0054;2;Bw;B;w;1;30;65;0,354;7,77;0,0777;0,01
CSp-ÑIV_A2-81-0054;3;Ab;A;b;1;65;90;0;0;0;0
CSp-ÑIV_A2-81-0054;4;2C;C;;2;90;130;0;0;0;0
CSp-ÑIV_A2-81-0055;1;Ap;A;p;1;0;12;1,195;6,94;0,0694;0,1
CSp-ÑIV_A2-81-0055;2;2C;C;;2;12;30;0;0;0;0
CSp-ÑIV_A2-81-0055;3;3C;C;;3;30;80;0;0;0;0
CSp-ÑIV_A2-81-0055;4;4C;C;;4;80;128;0;0;0;0
CSp-ÑIV_A2-81-0056;1;Ap;A;p;1;0;30;0,551;7,41;0,0741;0,2
CSp-ÑIV_A2-81-0056;2;A1;A;;1;30;60;0,365;7,62;0,0762;0,26
CSp-ÑIV_A2-81-0056;3;A2;A;;1;60;90;0;0;0;0
CSp-ÑIV_A2-81-0056;4;A3;A;;1;90;150;0;0;0;0
CSp-ÑIV_A2-81-0057;1;Ap;A;p;1;0;18;0,267;7,39;0,0739;0,12
CSp-ÑIV_A2-81-0057;2;AB;A;b;1;18;50;0,249;7,34;0,0734;0,1
CSp-ÑIV_A2-81-0057;3;Bk;B;k;1;50;120;0;0;0;0
CSp-ÑIV_A2-81-0058;1;Ap;A;p;1;0;20;3,312;7,07;0,0707;0,33
CSp-ÑIV_A2-81-0058;2;AB;A;b;1;20;55;2,123;6,88;0,0688;0,25
CSp-ÑIV_A2-81-0058;3;Bw;B;w;1;55;115;0;0;0;0
CSp-ÑIV_A2-81-0059;1;Ap;A;p;1;0;25;1,734;6,69;0,0669;0,08
CSp-ÑIV_A2-81-0059;2;AB;A;b;1;25;81;1,595;7,07;0,0707;0,09
CSp-ÑIV_A2-81-0059;3;Bt;B;t;1;81;119;0;0;0;0
CSp-ÑIV_A2-81-0060;1;Ap;A;p;1;0;18;1,427;7,35;0,0735;0,15
CSp-ÑIV_A2-81-0060;2;A;A;;1;18;60;0,754;7,59;0,0759;0,19
CSp-ÑIV_A2-81-0060;3;Bkm1;B;km;1;60;100;0;0;0;0
CSp-ÑIV_A2-81-0060;4;Bkm2;B;km;1;100;140;0;0;0;0
CSp-ÑIV_A2-81-0061;1;Ap;A;p;1;0;38;0,429;7,21;0,0721;0,13
CSp-ÑIV_A2-81-0061;2;Bw;B;w;1;38;110;0,11;7,7;0,077;0,23
CSp-ÑIV_A2-81-0061;3;Bk;B;k;1;110;140;0;0;0;0
CSp-ÑIV_A2-81-0062;1;Ap;A;p;1;0;10;1,241;6,88;0,0688;0,11
CSp-ÑIV_A2-81-0062;2;A;A;;1;10;55;0,667;7,6;0,076;0,18
CSp-ÑIV_A2-81-0062;3;Bkm;B;km;1;55;70;0;0;0;0
CSp-ÑIV_A2-81-0062;4;C;C;;1;70;130;0;0;0;0
CSp-ÑIV_A2-81-0063;1;Ap;A;p;1;0;12;0,719;7,51;0,0751;0,21
CSp-ÑIV_A2-81-0063;2;C;C;;1;12;125;0;0;0;0
CSp-ÑIV_A2-81-0064;1;Ap;A;p;1;0;12;0,621;7,49;0,0749;0,09
CSp-ÑIV_A2-81-0064;2;C1;C;;1;12;80;0;0;0;0
CSp-ÑIV_A2-81-0064;3;C2;C;;1;80;120;0;0;0;0
CSp-ÑIV_A2-81-0065;1;Ap;A;p;1;0;25;0,47;7,5;0,075;0,09
CSp-ÑIV_A2-81-0065;2;Ckqm;C;kqm;1;25;80;0,394;8,26;0,0826;0,23
CSp-ÑIV_A2-81-0066;1;Ap;A;p;1;0;19;0,418;7,89;0,0789;0,17
CSp-ÑIV_A2-81-0066;2;AB;A;b;1;19;71;0,447;7,5;0,075;0,11
CSp-ÑIV_A2-81-0066;3;Ckqm;C;kqm;1;71;110;0;0;0;0
CSp-ÑIV_A2-81-0067;1;Ap;A;p;1;0;18;0,539;8,09;0,0809;0,23
CSp-ÑIV_A2-81-0067;2;AB;A;b;1;18;65;0,348;8,43;0,0843;0,33
CSp-ÑIV_A2-81-0067;3;Ckqm;C;kqm;1;65;125;0;0;0;0
CSp-ÑIV_A2-87-0026;1;A;A;;1;0;32;0,615;6,58;0,0658;0,08
CSp-ÑIV_A2-87-0026;2;Bw1;B;w;1;32;70;0,441;6,73;0,0673;0,06
CSp-ÑIV_A2-87-0026;3;Bw2;B;w;1;70;150;0;0;0;0
CSp-ÑIV_A2-87-0027;1;A;A;;1;0;35;1,143;6,73;0,0673;0,1
CSp-ÑIV_A2-87-0027;2;Bw;B;w;1;35;55;0,754;7,35;0,0735;0,21
CSp-ÑIV_A2-87-0027;3;Ckqm1;C;kqm;1;55;82;0;0;0;0
CSp-ÑIV_A2-87-0027;4;Ckqm2;C;kqm;1;82;120;0;0;0;0
CSp-ÑIV_A2-87-0028;1;Ap;A;p;1;0;20;1,497;7,33;0,0733;0,15
CSp-ÑIV_A2-87-0028;2;Bw;B;w;1;20;45;1,114;7,49;0,0749;0,18
CSp-ÑIV_A2-87-0028;3;Ckqm;C;kqm;1;45;115;0;0;0;0
CSp-ÑIV_A2-87-0029;1;Ap;A;p;1;0;40;2,987;6,15;0,0615;0,16
CSp-ÑIV_A2-87-0029;2;Bw;B;w;1;40;75;2,28;6,42;0,0642;0,11
CSp-ÑIV_A2-87-0029;3;C;C;;1;75;125;0;0;0;0
CSp-ÑIV_A2-87-0030;1;A1;A;;1;0;20;1,346;7,28;0,0728;0,33
CSp-ÑIV_A2-87-0030;2;A2;A;;1;20;35;2,082;8,57;0,0857;1,31
CSp-ÑIV_A2-87-0030;3;Ckqm;C;kqm;1;35;120;0;0;0;0
CSp-ÑIV_A2-87-0031;1;Ap;A;p;1;0;20;0,447;8,51;0,0851;0,4
CSp-ÑIV_A2-87-0031;2;Bk;B;k;1;20;45;0,313;9,18;0,0918;0,76
CSp-ÑIV_A2-87-0031;3;Ckqm;C;kqm;1;45;105;0;0;0;0
CSp-ÑIV_A2-87-0031;4;R;R;;1;105;0;0;0;0;0
CSp-ÑIV_A2-87-0032;1;A;A;;1;0;10;1,328;6,84;0,0684;0,14
CSp-ÑIV_A2-87-0032;2;C1;C;;1;10;30;0;0;0;0
CSp-ÑIV_A2-87-0032;3;2C2;C;;2;30;65;0;0;0;0
CSp-ÑIV_A2-87-0032;4;2C3;C;;2;65;105;0;0;0;0
CSp-ÑIV_A2-87-0032;5;3C;C;;3;105;125;0;0;0;0
CSp-ÑIV_A2-87-0033;1;A;A;;1;0;15;0,858;6,63;0,0663;0,12
CSp-ÑIV_A2-87-0033;2;C1;C;;1;15;35;0,435;7,54;0,0754;0,23
CSp-ÑIV_A2-87-0033;3;C2;C;;1;35;150;0;0;0;0
CSp-ÑIV_A2-87-0034;1;Ap;A;p;1;0;30;0,545;7,33;0,0733;0,22
CSp-ÑIV_A2-87-0034;2;Bw1;B;w;1;30;55;0,371;7,6;0,076;0,21
CSp-ÑIV_A2-87-0034;3;Bw2;B;w;1;55;92;0;0;0;0
CSp-ÑIV_A2-87-0034;4;Bq;B;q;1;92;125;0;0;0;0
CSp-ÑIV_A2-87-0034;5;2C;C;;2;125;140;0;0;0;0
CSp-ÑIV_A2-87-0035;1;Ap;A;p;1;0;32;2,842;5,92;0,0592;0,08
CSp-ÑIV_A2-87-0035;2;Bw;B;w;1;32;60;1,885;6,3;0,063;0,07
CSp-ÑIV_A2-87-0035;3;Cg;C;g;1;60;110;0;0;0;0
CSp-ÑIV_A2-87-0036;1;Ap;A;p;1;0;25;1,334;6,55;0,0655;0,1
CSp-ÑIV_A2-87-0036;2;A;A;;1;25;50;1,056;6,64;0,0664;0,08
CSp-ÑIV_A2-87-0036;3;Bw1;B;w;1;50;90;0;0;0;0
CSp-ÑIV_A2-87-0036;4;Bw2;B;w;1;90;124;0;0;0;0
CSp-ÑIV_A2-87-0036;5;BC;B;C;1;124;140;0;0;0;0
CSp-ÑIV_A2-87-0037;1;Ap;A;p;1;0;25;1,369;6,77;0,0677;0,17
CSp-ÑIV_A2-87-0037;2;Ckqm;C;kqm;1;25;70;0;0;0;0
CSp-ÑIV_A2-87-0038;1;Ap;A;p;1;0;25;1,775;6,53;0,0653;0,13
CSp-ÑIV_A2-87-0038;2;Ckqm;C;kqm;1;25;90;0;0;0;0
CSp-ÑIV_A2-87-0038;3;2C1;C;;2;90;120;0;0;0;0
CSp-ÑIV_A2-87-0038;4;2C2;C;;2;120;125;0;0;0;0
CSp-ÑIV_A2-87-0041;1;Ap;A;p;1;0;22;0,824;6,49;0,0649;0,14
CSp-ÑIV_A2-87-0041;2;C1;C;;1;22;40;0;0;0;0
CSp-ÑIV_A2-87-0041;3;C2;C;;1;40;52;0;0;0;0
CSp-ÑIV_A2-87-0041;4;C3;C;;1;52;70;0;0;0;0
CSp-ÑIV_A2-87-0042;1;Ap;A;p;1;0;25;3,034;6,21;0,0621;0,14
CSp-ÑIV_A2-87-0042;2;Bt1;B;t;1;25;62;2,169;6,68;0,0668;0,12
CSp-ÑIV_A2-87-0042;3;Bt2;B;t;1;62;88;0;0;0;0
CSp-ÑIV_A2-87-0042;4;BC;B;C;1;88;105;0;0;0;0
CSp-ÑIV_A2-87-0042;5;C;C;;1;105;120;0;0;0;0
CSp-ÑIV_A2-87-0043;1;Ap;A;p;1;0;62;3,179;6,26;0,0626;0,14
CSp-ÑIV_A2-87-0043;2;Bt1;B;t;1;62;100;0;0;0;0
CSp-ÑIV_A2-87-0043;3;Bt2;B;t;1;100;130;0;0;0;0
CSp-ÑIV_A2-87-0044;1;Ap;A;p;1;0;35;3,005;6,36;0,0636;0,13
CSp-ÑIV_A2-87-0044;2;Bt;B;t;1;35;70;1,676;6,57;0,0657;0,11
CSp-ÑIV_A2-87-0044;3;Cqm1;C;qm;1;70;105;0;0;0;0
CSp-ÑIV_A2-87-0044;4;Cqm2;C;qm;1;105;130;0;0;0;0
CSp-ÑIV_A2-87-0045;1;Ap;A;p;1;0;25;1,862;7,09;0,0709;0,21
CSp-ÑIV_A2-87-0045;2;Bt;B;t;1;25;42;1,526;7,34;0,0734;0,22
CSp-ÑIV_A2-87-0045;3;BC;B;C;1;42;80;0;0;0;0
CSp-ÑIV_A2-87-0046;1;Ap;A;p;1;0;22;0,853;6,9;0,069;0,19
CSp-ÑIV_A2-87-0046;2;A;A;;1;22;38;0,853;7,02;0,0702;0,17
CSp-ÑIV_A2-87-0046;3;Bw;B;w;1;38;72;1,119;7,24;0,0724;0,17
CSp-ÑIV_A2-87-0046;4;BC;B;C;1;72;110;0;0;0;0
CSp-ÑIV_A2-87-0047;1;Ap;A;p;1;0;22;2,262;6,71;0,0671;0,19
CSp-ÑIV_A2-87-0047;2;Bw;B;w;1;22;52;1,462;7,12;0,0712;0,16
CSp-ÑIV_A2-87-0047;3;Ck1;C;k;1;52;75;0;0;0;0
CSp-ÑIV_A2-87-0047;4;Ck2;C;k;1;75;110;0;0;0;0
CSp-ÑIV_A2-87-0048;1;Ap;A;p;1;0;20;1,705;7,29;0,0729;0,25
CSp-ÑIV_A2-87-0048;2;A;A;;1;20;40;1,131;7,39;0,0739;0,23
CSp-ÑIV_A2-87-0048;3;C;C;;1;40;100;0;0;0;0
CSp-ÑIV_A2-87-0049;1;Ap;A;p;1;0;40;1,502;6,76;0,0676;0,11
CSp-ÑIV_A2-87-0049;2;Bt;B;t;1;40;80;1,578;6,95;0,0695;0,09
CSp-ÑIV_A2-87-0049;3;BC;B;C;1;80;115;0;0;0;0
CSp-ÑIV_A2-87-0049;4;C;C;;1;115;135;0;0;0;0
CSp-ÑIV_A2-87-0051;1;A;A;;1;0;15;2,082;7,17;0,0717;0,34
CSp-ÑIV_A2-87-0051;2;C;C;;1;15;120;0;0;0;0
CSp-ÑIV_A2-87-0052;1;Ap;A;p;1;0;22;1,027;7,39;0,0739;0,23
CSp-ÑIV_A2-87-0052;2;Bw;B;w;1;22;35;0,742;7,45;0,0745;0,24
CSp-ÑIV_A2-87-0052;3;Ckqm;C;kqm;1;35;85;0;0;0;0
CSp-ÑIV_A2-87-0053;1;Ap;A;p;1;0;35;0,853;6,94;0,0694;0,1
CSp-ÑIV_A2-87-0053;2;A;A;;1;35;103;0;0;0;0
CSp-ÑIV_A2-87-0053;3;Bw;B;w;1;103;135;0;0;0;0
CSp-ÑIV_A2-87-0054;1;Ap;A;p;1;0;18;1,032;7,12;0,0712;0,17
CSp-ÑIV_A2-87-0054;2;Bw;B;w;1;18;50;0,348;7,12;0,0712;0,09
CSp-ÑIV_A2-87-0054;3;C;C;;1;50;125;0;0;0;0
CSp-ÑIV_A2-87-0055;1;Ap;A;p;1;0;18;1,363;7,28;0,0728;0,89
CSp-ÑIV_A2-87-0055;2;Ckqm1;C;kqm;1;18;35;0,974;7,96;0,0796;0,35
CSp-ÑIV_A2-87-0055;3;Ckqm2;C;kqm;1;35;100;0;0;0;0
CSp-ÑIV_A2-87-0056;1;A;A;;1;0;10;0,98;6,95;0,0695;0,09
CSp-ÑIV_A2-87-0056;2;C;C;;1;10;50;0,876;7,95;0,0795;0,27
CSp-ÑIV_A2-87-0056;3;Ck;C;k;1;50;135;0;0;0;0
CSp-ÑIV_A2-87-0057;1;Ap;A;p;1;0;35;4,31;6,96;0,0696;0,12
CSp-ÑIV_A2-87-0057;2;Bw;B;w;1;35;100;4,739;7,33;0,0733;0,1
CSp-ÑIV_A2-87-0057;3;BC;B;C;1;100;130;0;0;0;0
CSp-ÑIV_A2-87-0058;1;Ap;A;p;1;0;20;4,658;6,76;0,0676;0,13
CSp-ÑIV_A2-87-0058;2;Ckqm;C;kqm;1;20;120;0;0;0;0
CSp-ÑIV_A2-87-0059;1;A1;A;;1;0;30;9,994;6,48;0,0648;0,09
CSp-ÑIV_A2-87-0059;2;A2;A;;1;30;80;9,153;6,54;0,0654;0,05
CSp-ÑIV_A2-87-0059;3;Bw;B;w;1;80;135;0;0;0;0
CSp-ÑIV_A2-87-0060;1;Ap;A;p;1;0;12;6,096;6,89;0,0689;0,18
CSp-ÑIV_A2-87-0060;2;C;C;;1;12;90;0;0;0;0
CSp-ÑIV_A2-87-0061;1;Ap;A;p;1;0;28;5,383;7,31;0,0731;0,16
CSp-ÑIV_A2-87-0061;2;Ckqm;C;kqm;1;28;120;0;0;0;0
CSp-ÑIV_A2-87-0062;1;Ap;A;p;1;0;30;1,183;7,9;0,079;0,21
CSp-ÑIV_A2-87-0062;2;A;A;;1;30;40;1,137;7,94;0,0794;0,22
CSp-ÑIV_A2-87-0062;3;Bkkm;B;kkm;1;40;52;0;0;0;0
CSp-ÑIV_A2-87-0062;4;Ck;C;k;1;52;95;0;0;0;0
CSp-ÑIV_A2-87-0063;1;Ap;A;p;1;0;12;1,177;7,82;0,0782;0,53
CSp-ÑIV_A2-87-0063;2;A;A;;1;12;42;1,05;7,27;0,0727;0,1
CSp-ÑIV_A2-87-0063;3;Bw;B;w;1;42;93;0;0;0;0
CSp-ÑIV_A2-87-0063;4;Cqm;C;qm;1;93;135;0;0;0;0
CSp-ÑIV_A2-87-0064;1;Ap;A;p;1;0;20;1,172;8,06;0,0806;0,31
CSp-ÑIV_A2-87-0064;2;A;A;;1;20;40;1,166;8,02;0,0802;0,37
CSp-ÑIV_A2-87-0064;3;Bkm;B;km;1;40;52;0;0;0;0
CSp-ÑIV_A2-87-0064;4;Ckqm;C;kqm;1;52;110;0;0;0;0
CSp-ÑIV_A2-87-0065;1;Ap;A;p;1;0;32;1,201;8,03;0,0803;0,32
CSp-ÑIV_A2-87-0065;2;Bkm1;B;km;1;32;50;0;0;0;0
CSp-ÑIV_A2-87-0065;3;Bkm2;B;km;1;50;100;0;0;0;0
CSp-ÑIV_A2-87-0065;4;Bkm3;B;km;1;100;120;0;0;0;0
CSp-ÑIV_A2-91-0018;1;Ap;A;p;1;0;32;2,918;7,07;0,0707;0,12
CSp-ÑIV_A2-91-0018;2;Bw;B;w;1;32;90;1,392;7,3;0,073;0,09
CSp-ÑIV_A2-91-0018;3;2C;C;;2;90;110;0;0;0;0
CSp-ÑIV_A2-91-0019;1;Ap;A;p;1;0;45;0,406;8,11;0,0811;0,23
CSp-ÑIV_A2-91-0019;2;Ckqm;C;kqm;1;45;85;0;0;0;0
CSp-ÑIV_A2-91-0020;1;Ap;A;p;1;0;45;0,986;7,31;0,0731;0,09
CSp-ÑIV_A2-91-0020;2;Bw;B;w;1;45;90;0,586;7,23;0,0723;0,12
CSp-ÑIV_A2-91-0021;1;Ap;A;p;1;0;35;2,21;6,88;0,0688;0,26
CSp-ÑIV_A2-91-0021;2;Bw;B;w;1;35;70;0,481;7,37;0,0737;0,17
CSp-ÑIV_A2-91-0021;3;Ckqm;C;kqm;1;70;80;0;0;0;0
CSp-ÑIV_A2-91-0022;1;Ap;A;p;1;0;40;2,494;7,5;0,075;0,19
CSp-ÑIV_A2-91-0022;2;Ckqm;C;kqm;1;40;80;0;0;0;0
CSp-ÑIV_A2-91-0023;1;Ap;A;p;1;0;44;0,609;7,48;0,0748;0,1
CSp-ÑIV_A2-91-0023;2;Bw1;B;w;1;44;98;0,11;7,42;0,0742;0,07
CSp-ÑIV_A2-91-0023;3;Bw2;B;w;1;98;125;0;0;0;0
CSp-ÑIV_A2-91-0024;1;Ap;A;p;1;0;60;0,592;7,5;0,075;0,14
CSp-ÑIV_A2-91-0024;2;Bw1;B;w;1;60;85;0,11;7,92;0,0792;0,13
CSp-ÑIV_A2-91-0024;3;Bw2;B;w;1;85;105;0;0;0;0
CSp-ÑIV_A2-91-0024;4;Bk;B;k;1;105;110;0;0;0;0
CSp-ÑIV_A2-91-0025;1;Ap;A;p;1;0;55;0,864;7,5;0,075;0,15
CSp-ÑIV_A2-91-0025;2;Bw1;B;w;1;55;108;0;0;0;0
CSp-ÑIV_A2-91-0025;3;Bw2;B;w;1;108;130;0;0;0;0
CSp-ÑIV_A2-91-0026;1;Ap;A;p;1;0;35;1,259;8,08;0,0808;0,33
CSp-ÑIV_A2-91-0026;2;Bk;B;k;1;35;55;0,609;8,14;0,0814;0,26
CSp-ÑIV_A2-91-0026;3;C;C;;1;55;130;0;0;0;0
CSp-ÑIV_A2-91-0027;1;Ap;A;p;1;0;30;1,119;7,48;0,0748;0,15
CSp-ÑIV_A2-91-0027;2;C;C;;1;30;130;0;0;0;0
CSp-ÑIV_A2-91-0028;1;Ap;A;p;1;0;42;1,334;7,11;0,0711;0,24
CSp-ÑIV_A2-91-0028;2;Ckqm;C;kqm;1;42;85;0;0;0;0
CSp-ÑIV_A2-91-0029;1;Ap;A;p;1;0;45;1,566;8,13;0,0813;0,46
CSp-ÑIV_A2-91-0029;2;Bw;B;w;1;45;80;1,323;8,19;0,0819;0,27
CSp-ÑIV_A2-91-0029;3;2C;C;;2;80;110;0;0;0;0
CSp-ÑIV_A2-91-0030;1;Ap;A;p;1;0;18;0,731;8;0,08;0,27
CSp-ÑIV_A2-91-0030;2;C;C;;1;18;130;0;0;0;0
CSp-ÑIV_A2-91-0031;1;A;A;;1;0;33;0,041;7,5;0,075;0,1
CSp-ÑIV_A2-91-0031;2;C1;C;;1;33;70;0;0;0;0
CSp-ÑIV_A2-91-0031;3;C2;C;;1;70;130;0;0;0;0
CSp-ÑIV_A2-91-0032;1;A;A;;1;0;52;0,423;7,5;0,075;0,09
CSp-ÑIV_A2-91-0032;2;Bw1;B;w;1;52;85;0;0;0;0
CSp-ÑIV_A2-91-0032;3;Bw2;B;w;1;85;145;0;0;0;0
CSp-ÑIV_A2-91-0033;1;A;A;;1;0;50;0,162;8,2;0,082;0,22
CSp-ÑIV_A2-91-0033;2;C1;C;;1;50;100;0;0;0;0
CSp-ÑIV_A2-91-0033;3;C2;C;;1;100;145;0;0;0;0
CSp-ÑIV_A2-91-0034;1;A;A;;1;0;80;0,278;9,07;0,0907;0,6
CSp-ÑIV_A2-91-0034;2;Ckqm;C;kqm;1;80;120;0;0;0;0
CSp-ÑIV_A2-91-0035;1;Ap;A;p;1;0;48;1,34;8,07;0,0807;0,82
CSp-ÑIV_A2-91-0035;2;Bkm;B;km;1;48;90;0;0;0;0
CSp-ÑIV_A2-91-0036;1;Ap;A;p;1;0;35;1,328;7,92;0,0792;0,44
CSp-ÑIV_A2-91-0036;2;Bw;B;w;1;35;85;0,731;7,5;0,075;0,2
CSp-ÑIV_A2-91-0036;3;Ckqm;C;kqm;1;85;145;0;0;0;0
CSp-ÑIV_A2-91-0037;1;Ap;A;p;1;0;45;0,597;7,95;0,0795;0,24
CSp-ÑIV_A2-91-0037;2;Bw;B;w;1;45;95;0,18;8,04;0,0804;0,18
CSp-ÑIV_A2-91-0037;3;Bkm;B;km;1;95;130;0;0;0;0
CSp-ÑIV_A2-91-0038;1;Ap;A;p;1;0;20;0,365;7,82;0,0782;0,21
CSp-ÑIV_A2-91-0038;2;Bw;B;w;1;20;60;0,18;8,2;0,082;0,24
CSp-ÑIV_A2-91-0038;3;Ckqm;C;kqm;1;60;120;0;0;0;0
CSp-ÑIV_A2-91-0039;1;Ap;A;p;1;0;20;1,398;7,99;0,0799;0,46
CSp-ÑIV_A2-91-0039;2;Bw1;B;w;1;20;75;0,737;8,16;0,0816;0,27
CSp-ÑIV_A2-91-0039;3;Bw2;B;w;1;75;135;0;0;0;0
CSp-ÑIV_A2-91-0042;1;Ap;A;p;1;0;50;1,038;8,06;0,0806;0,32
CSp-ÑIV_A2-91-0042;2;Bk;B;k;1;50;125;0;0;0;0
CSp-ÑIV_A2-91-0043;1;Ap;A;p;1;0;55;0,557;8,07;0,0807;0,38
CSp-ÑIV_A2-91-0043;2;Ckqm;C;kqm;1;55;90;0;0;0;0
CSp-ÑIV_A2-91-0044;1;Ap;A;p;1;0;35;1,206;7,9;0,079;0,18
CSp-ÑIV_A2-91-0044;2;Bw;B;w;1;35;75;0,748;8,29;0,0829;0,31
CSp-ÑIV_A2-91-0044;3;Ckqm;C;kqm;1;75;110;0;0;0;0
CSp-ÑIV_A2-91-0045;1;Ap;A;p;1;0;32;0,713;8,11;0,0811;0,3
CSp-ÑIV_A2-91-0045;2;Ckqm;C;kqm;1;32;55;0;0;0;0
CSp-ÑIV_A2-91-0046;1;Ap;A;p;1;0;40;0,742;7,97;0,0797;0,22
CSp-ÑIV_A2-91-0046;2;Bw;B;w;1;40;100;0,737;7,93;0,0793;0,13
CSp-ÑIV_A2-91-0046;3;Bk;B;k;1;100;120;0;0;0;0
CSp-ÑIV_A2-91-0047;1;Ap;A;p;1;0;22;1,856;8,01;0,0801;0,4
CSp-ÑIV_A2-91-0047;2;Bw1;B;w;1;22;52;0,418;7,97;0,0797;0,22
CSp-ÑIV_A2-91-0047;3;Bw2;B;w;1;52;75;0;0;0;0
CSp-ÑIV_A2-91-0047;4;C;C;;1;75;150;0;0;0;0
CSp-ÑIV_A2-91-0048;1;Ap;A;p;1;0;22;1,653;7,5;0,075;0,32
CSp-ÑIV_A2-91-0048;2;Bw;B;w;1;22;45;0,261;7,5;0,075;0,15
CSp-ÑIV_A2-91-0048;3;2C;C;;2;45;125;0;0;0;0
CSp-ÑIV_A2-91-0049;1;Ap;A;p;1;0;19;3,625;7,82;0,0782;0,47
CSp-ÑIV_A2-91-0049;2;Bw;B;w;1;19;55;1,009;7,39;0,0739;0,35
CSp-ÑIV_A2-91-0049;3;2C1;C;;2;55;85;0;0;0;0
CSp-ÑIV_A2-91-0049;4;3C2;C;;3;85;150;0;0;0;0
CSp-ÑIV_A2-91-0050;1;Ap;A;p;1;0;18;2,042;7,35;0,0735;0,23
CSp-ÑIV_A2-91-0050;2;2C1;C;;2;18;100;0;0;0;0
CSp-ÑIV_A2-91-0050;3;3C2;C;;3;100;130;0;0;0;0
CSp-ÑIV_A2-91-0051;1;Ap;A;p;1;0;60;0,992;7,14;0,0714;0,16
CSp-ÑIV_A2-91-0051;2;2C1;C;;2;60;80;0;0;0;0
